Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,7.0,55.0,7,0,0.0,1.0
Random,Random,8.77,42.0,8,33,0.77,1.33
Hierarchical,Hierarchical,12.93,55.0,[2 3 3 3],99,10.93,5.0
multidim-4,multidim-4,14.0,37.0,14,0,0.0,1.0
STD,STD,15.0,22.0,15,0,0.0,1.0
multidim-3,multidim-3,15.0,25.0,15,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,16.0,28.0,16,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,55.0,17,0,0.0,1.0
Matrix,Matrix,21.0,11.0,21,0,0.0,1.0
multidim-2,multidim-2,21.0,11.0,21,0,0.0,1.0
