N,Diff,prevalence,p_error
252,2,0.01,0.4619740989735205
252,2,0.05,0.9997520329289219
253,2,0.0001,2.617612060107355e-06
253,2,0.0005,0.0003036396606970193
253,2,0.001,0.0022135912637516464
253,2,0.005,0.13448766676735446
253,2,0.01,0.46453765560566596
253,2,0.05,0.9997626953444079
254,2,0.0001,2.64869984156757e-06
254,2,0.0005,0.00030715432209338367
254,2,0.001,0.0022383899464055723
254,2,0.005,0.13562005238942154
254,2,0.01,0.46709579915010147
254,2,0.05,0.9997729053506311
255,2,0.0001,2.6800312179497965e-06
255,2,0.0005,0.00031069510634995634
255,2,0.001,0.002263360448503615
255,2,0.005,0.13675571833491784
255,2,0.01,0.4696484609583709
255,2,0.05,0.9997826818367489
256,2,0.0001,2.7116071152910592e-06
256,2,0.0005,0.0003142620966085641
256,2,0.001,0.0022885031779777965
256,2,0.005,0.13789463865911145
256,2,0.01,0.47219557350183927
256,2,0.05,0.9997920429188123
257,2,0.0001,2.743428459295316e-06
257,2,0.0005,0.0003178553758663716
257,2,0.001,0.0023138185409961043
257,2,0.005,0.13903678741886982
257,2,0.01,0.47473707036411006
257,2,0.05,0.9998010059706147
258,2,0.0001,2.7754961753334584e-06
258,2,0.0005,0.0003214750269755484
258,2,0.001,0.002339306941966268
258,2,0.005,0.1401821386741704
258,2,0.01,0.47727288623339437
258,2,0.05,0.9998095876533503
259,2,0.0001,2.8078111886653545e-06
259,2,0.0005,0.00032512113264426823
259,2,0.001,0.002364968783539978
259,2,0.005,0.1413306664895928
259,2,0.01,0.4798029568948492
259,2,0.05,0.9998178039441256
260,2,0.0001,2.8403744239957618e-06
260,2,0.0005,0.0003287937754360426
260,2,0.001,0.0023908044666163253
260,2,0.005,0.14248234493579315
260,2,0.01,0.4823272192228799
260,2,0.05,0.9998256701633679
261,2,0.0001,2.8731868060294374e-06
261,2,0.0005,0.00033249303777060923
261,2,0.001,0.0024168143903459116
261,2,0.005,0.14363714809095585
261,2,0.01,0.48484561117340275
261,2,0.05,0.9998332010011696
262,2,0.0001,2.906249258805005e-06
262,2,0.0005,0.00033621900192348786
262,2,0.001,0.002442998952134956
262,2,0.005,0.14479505004222992
262,2,0.01,0.4873580717760886
262,2,0.05,0.9998404105426094
263,2,0.0001,2.939562706583132e-06
263,2,0.0005,0.0003399717500264243
263,2,0.001,0.0024693585476484037
263,2,0.005,0.1459560248871441
263,2,0.01,0.4898645411265683
263,2,0.05,0.9998473122920879
264,2,0.0001,2.973128072958353e-06
264,2,0.0005,0.0003437513640672796
264,2,0.001,0.002495893570814922
264,2,0.005,0.14712004673500367
264,2,0.01,0.49236496037861566
264,2,0.05,0.9998539191967131
265,2,0.0001,3.0069462813031578e-06
265,2,0.0005,0.0003475579258906958
265,2,0.001,0.0025226044138294546
265,2,0.005,0.14828708970826998
265,2,0.01,0.4948592717363067
265,2,0.05,0.9998602436687741
266,2,0.0001,3.041018254767991e-06
266,2,0.0005,0.0003513915171978743
266,2,0.001,0.002549491467158216
266,2,0.005,0.14945712794392008
266,2,0.01,0.49734741844615615
266,2,0.05,0.9998662976073346
267,2,0.0001,3.0753449161702306e-06
267,2,0.0005,0.0003552522195465757
267,2,0.001,0.0025765551195418013
267,2,0.005,0.15063013559478933
267,2,0.01,0.4998293447892306
267,2,0.05,0.9998720924189792
268,2,0.0001,3.109927188327255e-06
268,2,0.0005,0.0003591401143515638
268,2,0.001,0.0026037957579992943
268,2,0.005,0.1518060868308958
268,2,0.01,0.5023049960732491
268,2,0.05,0.999877639037748
269,2,0.0001,3.1447659931682637e-06
269,2,0.0005,0.0003630552828848277
269,2,0.001,0.0026312137678320413
269,2,0.005,0.1529849558407459
269,2,0.01,0.5047743186246613
269,2,0.05,0.9998829479442836
270,2,0.0001,3.179862252955523e-06
270,2,0.0005,0.00036699780627535983
270,2,0.001,0.0026588095326273153
270,2,0.005,0.15416671683262406
270,2,0.01,0.5072372597807164
270,2,0.05,0.9998880291842281
271,2,0.0001,3.2152168892851662e-06
271,2,0.0005,0.000370967765509711
271,2,0.001,0.002686583434262646
271,2,0.005,0.1553513440358627
271,2,0.01,0.5096937678815129
271,2,0.05,0.9998928923858915
272,2,0.0001,3.2508308236423034e-06
272,2,0.0005,0.0003749652414316573
272,2,0.001,0.002714535852908706
272,2,0.005,0.1565388117020985
272,2,0.01,0.5121437922620438
272,2,0.05,0.9998975467772232
273,2,0.0001,3.286704977178978e-06
273,2,0.0005,0.0003789903147429774
273,2,0.001,0.0027426671670341962
273,2,0.005,0.15772909410650582
273,2,0.01,0.5145872832442265
273,2,0.05,0.9999020012021125
274,2,0.0001,3.3228402706031446e-06
274,2,0.0005,0.0003830430660031192
274,2,0.001,0.002770977753408732
274,2,0.005,0.1589221655490194
274,2,0.01,0.5170241921289289
274,2,0.05,0.9999062641360426
275,2,0.0001,3.3592376247337796e-06
275,2,0.0005,0.00038712357562942223
275,2,0.001,0.0027994679871070627
275,2,0.005,0.16011800035553603
275,2,0.01,0.5194544711879896
275,2,0.05,0.9999103437011234
276,2,0.0001,3.3958979596127037e-06
276,2,0.0005,0.0003912319238973394
276,2,0.001,0.0028281382415128453
276,2,0.005,0.1613165728791005
276,2,0.01,0.5218780736562292
276,2,0.05,0.9999142476805276
277,2,0.0001,3.432822195503782e-06
277,2,0.0005,0.00039536819094077025
277,2,0.001,0.0028569888883221983
277,2,0.005,0.16251785750107584
277,2,0.01,0.5242949537234609
277,2,0.05,0.9999179835323517
278,2,0.0001,3.4700112520047455e-06
278,2,0.0005,0.00039953245675172777
278,2,0.001,0.002886020297547809
278,2,0.005,0.16372182863229678
278,2,0.01,0.5267050665265054
278,2,0.05,0.9999215584029245
279,2,0.0001,3.507466048491281e-06
279,2,0.0005,0.00040372480118122667
279,2,0.001,0.0029152328375222636
279,2,0.005,0.16492846071420586
279,2,0.01,0.5291083681411923
279,2,0.05,0.9999249791395849
280,2,0.0001,3.5451875043390757e-06
280,2,0.0005,0.00040794530393850614
280,2,0.001,0.0029446268749021565
280,2,0.005,0.16613772821997674
280,2,0.01,0.5315048155743796
280,2,0.05,0.9999282523029489
281,2,0.0001,3.5831765381466596e-06
281,2,0.0005,0.0004121940445919181
281,2,0.001,0.0029742027746715305
281,2,0.005,0.16734960565561596
281,2,0.01,0.5338943667559605
281,2,0.05,0.9999313841786858
282,2,0.0001,3.621434068734608e-06
282,2,0.0005,0.0004164711025687051
282,2,0.001,0.0030039609001459855
282,2,0.005,0.16856406756105535
282,2,0.01,0.5362769805308855
282,2,0.05,0.9999343807888218
283,2,0.0001,3.6599610142573624e-06
283,2,0.0005,0.0004207765571555555
283,2,0.001,0.003033901612976009
283,2,0.005,0.1697810885112241
283,2,0.01,0.5386526166511837
283,2,0.05,0.9999372479025912
284,2,0.0001,3.6987582927583418e-06
284,2,0.0005,0.00042511048749804825
284,2,0.001,0.003064025273150972
284,2,0.005,0.17100064311710717
284,2,0.01,0.5410212357679949
284,2,0.05,0.9999399910468506
285,2,0.0001,3.737826822169943e-06
285,2,0.0005,0.00042947297260143014
285,2,0.001,0.003094332239002795
285,2,0.005,0.1722227060267899
285,2,0.01,0.5433827994236071
285,2,0.05,0.9999426155160747
286,2,0.0001,3.7771675196474064e-06
286,2,0.0005,0.00043386409133050474
286,2,0.001,0.003124822867209498
286,2,0.005,0.17344725192648347
286,2,0.01,0.5457372700435039
286,2,0.05,0.999945126381949
287,2,0.0001,3.8167813025680175e-06
287,2,0.0005,0.0004382839224099655
287,2,0.001,0.003155497512799088
287,2,0.005,0.17467425554153904
287,2,0.01,0.5480846109284265
287,2,0.05,0.999947528502576
288,2,0.0001,3.85666908775395e-06
288,2,0.0005,0.0004427325444240626
288,2,0.001,0.0031863565291532225
288,2,0.005,0.17590369163744557
288,2,0.01,0.5504247862464355
288,2,0.05,0.999949826531309
289,2,0.0001,3.896831791916355e-06
289,2,0.0005,0.0004472100358173803
289,2,0.001,0.0032174002680108726
289,2,0.005,0.17713553502081292
289,2,0.01,0.552757761025006
289,2,0.05,0.9999520249252299
290,2,0.0001,3.937270331211273e-06
290,2,0.0005,0.00045171647489472555
290,2,0.001,0.0032486290794718764
290,2,0.005,0.17836976054033915
290,2,0.01,0.5550835011431117
290,2,0.05,0.9999541279532821
291,2,0.0001,3.977985621794744e-06
291,2,0.0005,0.00045625193982079537
291,2,0.001,0.0032800433120010464
291,2,0.005,0.17960634308776757
291,2,0.01,0.5574019733233497
291,2,0.05,0.9999561397040752
292,2,0.0001,4.018978579378718e-06
292,2,0.0005,0.0004608165086213978
292,2,0.001,0.0033116433124311673
292,2,0.005,0.1808452575988232
292,2,0.01,0.5597131451240575
292,2,0.05,0.9999580640933717
293,2,0.0001,4.0602501194531015e-06
293,2,0.0005,0.00046541025918256373
293,2,0.001,0.003343429425967215
293,2,0.005,0.18208647905414121
293,2,0.01,0.5620169849314665
293,2,0.05,0.9999599048712713
294,2,0.0001,4.101801157174734e-06
294,2,0.0005,0.0004700332692511022
294,2,0.001,0.0033754019961899084
294,2,0.005,0.18332998248017573
294,2,0.01,0.5643134619518623
294,2,0.05,0.9999616656291007
295,2,0.0001,4.143632607478409e-06
295,2,0.0005,0.00047468561643493334
295,2,0.001,0.003407561365059264
295,2,0.005,0.18457574295010004
295,2,0.01,0.5666025462037682
295,2,0.05,0.9999633498060244
296,2,0.0001,4.1857453849658555e-06
296,2,0.0005,0.00047936737820297726
296,2,0.001,0.0034399078729180355
296,2,0.005,0.185823735584689
296,2,0.01,0.5688842085101469
296,2,0.05,0.9999649606953859
297,2,0.0001,4.228140404127778e-06
297,2,0.0005,0.00048407863188526523
297,2,0.001,0.0034724418584958228
297,2,0.005,0.18707393555318952
297,2,0.01,0.5711584204906277
297,2,0.05,0.9999665014507887
298,2,0.0001,4.270818578788749e-06
298,2,0.0005,0.0004888194546732727
298,2,0.001,0.0035051636589124024
298,2,0.005,0.18832631807417755
298,2,0.01,0.5734251545537484
298,2,0.05,0.9999679750919307
299,2,0.0001,4.313780822884361e-06
299,2,0.0005,0.0004935899236199193
299,2,0.001,0.0035380736096813914
299,2,0.005,0.1895808584164006
299,2,0.01,0.5756843838892289
299,2,0.05,0.9999693845101987
300,2,0.0001,4.35702804990612e-06
300,2,0.0005,0.0004983901156400128
300,2,0.001,0.0035711720447139106
300,2,0.005,0.1908375318996096
300,2,0.01,0.577936082460257
300,2,0.05,0.9999707324740338
301,2,0.0001,4.4005611729014404e-06
301,2,0.0005,0.0005032201075099163
301,2,0.001,0.0036044592963220268
301,2,0.005,0.19209631389537474
301,2,0.01,0.5801802249958116
301,2,0.05,0.9999720216340773
302,2,0.0001,4.444381105028761e-06
302,2,0.0005,0.0005080799758678811
302,2,0.001,0.0036379356952228603
302,2,0.005,0.19335717982788836
302,2,0.01,0.582416786983002
302,2,0.05,0.9999732545281056
303,2,0.0001,4.4884887587803846e-06
303,2,0.0005,0.0005129697972146019
303,2,0.001,0.0036716015705413607
303,2,0.005,0.1946201051747587
303,2,0.01,0.5846457446594361
303,2,0.05,0.9999744335857614
304,2,0.0001,4.532885046648616e-06
304,2,0.0005,0.0005178896479126616
304,2,0.001,0.0037054572498147476
304,2,0.005,0.19588506546778595
304,2,0.01,0.5868670750056151
304,2,0.05,0.9999755611330909
305,2,0.0001,4.577570880570647e-06
305,2,0.0005,0.0005228396041870864
305,2,0.001,0.003739503058995619
305,2,0.005,0.19715203629372913
305,2,0.01,0.5890807557373571
305,2,0.05,0.9999766393968949
306,2,0.0001,4.622547172483671e-06
306,2,0.0005,0.0005278197421256792
306,2,0.001,0.003773739322455505
306,2,0.005,0.19842099329505936
306,2,0.01,0.5912867652982465
306,2,0.05,0.9999776705088989
307,2,0.0001,4.667814833769768e-06
307,2,0.0005,0.0005328301376785749
307,2,0.001,0.003808166362988752
307,2,0.005,0.19969191217070115
307,2,0.01,0.5934850828521143
307,2,0.05,0.9999786565097526
308,2,0.0001,4.713374775699997e-06
308,2,0.0005,0.0005378708666591292
308,2,0.001,0.0038427845018158546
308,2,0.005,0.20096476867675983
308,2,0.01,0.5956756882755473
308,2,0.05,0.999979599352864
309,2,0.0001,4.759227909323371e-06
309,2,0.0005,0.000542942004743141
309,2,0.001,0.0038775940585871194
309,2,0.005,0.2022395386272393
309,2,0.01,0.5978585621504269
309,2,0.05,0.9999805009080746
310,2,0.0001,4.805375145244817e-06
310,2,0.0005,0.0005480436274699629
310,2,0.001,0.003912595351385995
310,2,0.005,0.20351619789474662
310,2,0.01,0.6000336857565
310,2,0.05,0.9999813629651821
311,2,0.0001,4.851817393847213e-06
311,2,0.0005,0.000553175810242057
311,2,0.001,0.003947788696733068
311,2,0.005,0.20479472241118335
311,2,0.01,0.60220104106398
311,2,0.05,0.9999821872373191
312,2,0.0001,4.898555565180374e-06
312,2,0.0005,0.0005583386283252167
312,2,0.001,0.003983174409589174
312,2,0.005,0.20607508816842868
312,2,0.01,0.6043606107261806
312,2,0.05,0.9999829753641893
313,2,0.0001,4.945590569183089e-06
313,2,0.0005,0.0005635321568487894
313,2,0.001,0.004018752803359171
313,2,0.005,0.20735727121900693
313,2,0.01,0.6065123780721824
313,2,0.05,0.999983728915171
314,2,0.0001,4.992923315350062e-06
314,2,0.0005,0.0005687564708058979
314,2,0.001,0.004054524189895381
314,2,0.005,0.20864124767674597
314,2,0.01,0.6086563270995315
314,2,0.05,0.9999844493922911
315,2,0.0001,5.0405547129539485e-06
315,2,0.0005,0.0005740116450535515
315,2,0.001,0.004090488879501031
315,2,0.005,0.2099269937174234
315,2,0.01,0.6107924424669731
315,2,0.05,0.9999851382330763
316,2,0.0001,5.0884856709343396e-06
316,2,0.0005,0.0005792977543125355
316,2,0.001,0.004126647180934251
316,2,0.005,0.21121448557940248
316,2,0.01,0.6129207094872178
316,2,0.05,0.9999857968132839
317,2,0.0001,5.136717098008781e-06
317,2,0.0005,0.0005846148731678547
317,2,0.001,0.0041629994014107385
317,2,0.005,0.21250369956425363
317,2,0.01,0.6150411141197445
317,2,0.05,0.9999864264495205
318,2,0.0001,5.1852499025617504e-06
318,2,0.0005,0.0005899630760687335
318,2,0.001,0.004199545846608088
318,2,0.005,0.21379461203737105
318,2,0.01,0.617153642963636
318,2,0.05,0.9999870284017511
319,2,0.0001,5.2340849928667055e-06
319,2,0.0005,0.0005953424373290606
319,2,0.001,0.004236286820668789
319,2,0.005,0.21508719942857057
319,2,0.01,0.6192582832504523
319,2,0.05,0.9999876038757033
320,2,0.0001,5.283223276530968e-06
320,2,0.0005,0.0006007530311268328
320,2,0.001,0.0042732226262038875
320,2,0.005,0.2163814382326834
320,2,0.01,0.6213550228371383
320,2,0.05,0.9999881540251708
321,2,0.0001,5.332665661383906e-06
321,2,0.0005,0.0006061949315050441
321,2,0.001,0.004310353564296654
321,2,0.005,0.21767730501013427
321,2,0.01,0.6234438501989688
321,2,0.05,0.9999886799542216
322,2,0.0001,5.382413054588753e-06
322,2,0.0005,0.0006116682123715744
322,2,0.001,0.004347679934505466
322,2,0.005,0.21897477638751328
322,2,0.01,0.6255247544225304
322,2,0.05,0.9999891827193125
323,2,0.0001,5.432466363197719e-06
323,2,0.0005,0.0006171729474989673
323,2,0.001,0.004385202034868141
323,2,0.005,0.22027382905813375
323,2,0.01,0.6275977251987396
323,2,0.05,0.9999896633313167
324,2,0.0001,5.482826493818926e-06
324,2,0.0005,0.0006227092105253185
324,2,0.001,0.004422920161904598
324,2,0.005,0.22157443978258062
324,2,0.01,0.6296627528158998
324,2,0.05,0.9999901227574646
325,2,0.0001,5.533494353060497e-06
325,2,0.0005,0.0006282770749536093
325,2,0.001,0.004460834610620967
325,2,0.005,0.22287658538924815
325,2,0.01,0.631719828152795
325,2,0.05,0.9999905619232047
326,2,0.0001,5.5844708470864646e-06
326,2,0.0005,0.0006338766141524843
326,2,0.001,0.004498945674512478
326,2,0.005,0.22418024277487136
326,2,0.01,0.6337689426718232
326,2,0.05,0.9999909817139856
327,2,0.0001,5.635756881616771e-06
327,2,0.0005,0.000639507901356029
327,2,0.001,0.004537253645567563
327,2,0.005,0.22548538890503955
327,2,0.01,0.6358100884121661
327,2,0.05,0.9999913829769637
328,2,0.0001,5.687353362371361e-06
328,2,0.0005,0.0006451710096639918
328,2,0.001,0.004575758814270525
328,2,0.005,0.22679200081470785
328,2,0.01,0.6378432579830008
328,2,0.05,0.9999917665226379
329,2,0.0001,5.7392611946260885e-06
329,2,0.0005,0.0006508660120420062
329,2,0.001,0.004614461469605535
329,2,0.005,0.22810005560869362
329,2,0.01,0.6398684445567475
329,2,0.05,0.9999921331264172
330,2,0.0001,5.791481283434763e-06
330,2,0.0005,0.000656592981321813
330,2,0.001,0.004653361899060071
330,2,0.005,0.2294095304621655
330,2,0.01,0.6418856418623592
330,2,0.05,0.9999924835301214
331,2,0.0001,5.844014533629149e-06
331,2,0.0005,0.0006623519902011488
331,2,0.001,0.004692460388628028
331,2,0.005,0.23072040262112092
331,2,0.01,0.6438948441786498
331,2,0.05,0.9999928184434178
332,2,0.0001,5.896861849596924e-06
332,2,0.0005,0.0006681431112438574
332,2,0.001,0.00473175722281316
332,2,0.005,0.23203264940285684
332,2,0.01,0.6458960463276628
332,2,0.05,0.9999931385451992
333,2,0.0001,5.95002413561474e-06
333,2,0.0005,0.0006739664168805559
333,2,0.001,0.004771252684632965
333,2,0.005,0.23334624819642902
333,2,0.01,0.6478892436680798
333,2,0.05,0.9999934444849018
334,2,0.0001,6.0035022954041395e-06
334,2,0.0005,0.0006798219794080795
334,2,0.001,0.004810947055621573
334,2,0.005,0.23466117646310025
334,2,0.01,0.6498744320886697
334,2,0.05,0.9999937368837686
335,2,0.0001,6.057297232908709e-06
335,2,0.0005,0.0006857098709902587
335,2,0.001,0.004850840615833185
335,2,0.005,0.23597741173678344
335,2,0.01,0.6518516080017789
335,2,0.05,0.9999940163360591
336,2,0.0001,6.11140985129488e-06
336,2,0.0005,0.0006916301636574751
336,2,0.001,0.004890933643845852
336,2,0.005,0.23729493162447224
336,2,0.01,0.653820768336862
336,2,0.05,0.9999942834102076
337,2,0.0001,6.16584105361806e-06
337,2,0.0005,0.0006975829293072167
337,2,0.001,0.004931226416764578
337,2,0.005,0.23861371380666485
337,2,0.01,0.6557819105340538
337,2,0.05,0.9999945386499327
338,2,0.0001,6.220591742711612e-06
338,2,0.0005,0.0007035682397040777
338,2,0.001,0.004971719210224768
338,2,0.005,0.23993373603777424
338,2,0.01,0.6577350325377824
338,2,0.05,0.9999947825752998
339,2,0.0001,6.275662821186856e-06
339,2,0.0005,0.0007095861664798697
339,2,0.001,0.00501241229839533
339,2,0.005,0.24125497614653812
339,2,0.01,0.6596801327904243
339,2,0.05,0.9999950156837385
340,2,0.0001,6.331055191211021e-06
340,2,0.0005,0.0007156367811339548
340,2,0.001,0.00505330595398279
340,2,0.005,0.24257741203640903
340,2,0.01,0.6616172102260003
340,2,0.05,0.9999952384510165
341,2,0.0001,6.386769754618271e-06
341,2,0.0005,0.0007217201550330232
341,2,0.001,0.005094400448233727
341,2,0.005,0.24390102168594507
341,2,0.01,0.6635462642639143
341,2,0.05,0.9999954513321726
342,2,0.0001,6.442807413242768e-06
342,2,0.0005,0.0007278363594115378
342,2,0.001,0.005135696050938776
342,2,0.005,0.2452257831491883
342,2,0.01,0.6654672948027324
342,2,0.05,0.9999956547624103
343,2,0.0001,6.499169068474586e-06
343,2,0.0005,0.0007339854653719557
343,2,0.001,0.005177193030435845
343,2,0.005,0.24655167455603277
343,2,0.01,0.6673803022140061
343,2,0.05,0.9999958491579519
344,2,0.0001,6.555855621370732e-06
344,2,0.0005,0.0007401675438843958
344,2,0.001,0.005218891653613444
344,2,0.005,0.24787867411258624
344,2,0.01,0.6692852873361358
344,2,0.05,0.999996034916859
345,2,0.0001,6.612867972655145e-06
345,2,0.0005,0.000746382665787193
345,2,0.001,0.0052607921859136875
345,2,0.005,0.24920676010152587
345,2,0.01,0.6711822514682775
345,2,0.05,0.9999962124198145
346,2,0.0001,6.670207023051766e-06
346,2,0.0005,0.0007526309017870103
346,2,0.001,0.005302894891336396
346,2,0.005,0.2505359108824383
346,2,0.01,0.6730711963642921
346,2,0.05,0.9999963820308747
347,2,0.0001,6.727873672840445e-06
347,2,0.0005,0.0007589123224588379
347,2,0.001,0.005345200032441433
347,2,0.005,0.2518661048921623
347,2,0.01,0.6749521242267364
347,2,0.05,0.9999965440981873
348,2,0.0001,6.785868821967966e-06
348,2,0.0005,0.0007652269982462157
348,2,0.001,0.005387707870353031
348,2,0.005,0.25319732064511036
348,2,0.01,0.6768250377008973
348,2,0.05,0.9999966989546788
349,2,0.0001,6.844193370048046e-06
349,2,0.0005,0.0007715749994613441
349,2,0.001,0.005430418664762349
349,2,0.005,0.2545295367335956
349,2,0.01,0.678689939868868
349,2,0.05,0.9999968469187138
350,2,0.0001,6.902848216583379e-06
350,2,0.0005,0.0007779563962850844
350,2,0.001,0.005473332673931353
350,2,0.005,0.2558627318281401
350,2,0.01,0.680546834243668
350,2,0.05,0.9999969882947247
351,2,0.0001,6.961834260854616e-06
351,2,0.0005,0.0007843712587675133
351,2,0.001,0.005516450154695485
351,2,0.005,0.25719688467778135
351,2,0.01,0.6823957247634042
351,2,0.05,0.9999971233738156
352,2,0.0001,7.021152401476272e-06
352,2,0.0005,0.0007908196568275905
352,2,0.001,0.005559771362467547
352,2,0.005,0.25853197411036855
352,2,0.01,0.6842366157854762
352,2,0.05,0.9999972524343397
353,2,0.0001,7.080803537284908e-06
