Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,7.0,50.0,7,0,0.0,1.0
Random,Random,7.69,43.0,7,57,0.69,1.57
Hierarchical,Hierarchical,12.63,33.0,[3 3 3],99,9.63,4.0
multidim-4,multidim-4,13.0,36.0,13,0,0.0,1.0
multidim-3,multidim-3,14.0,25.0,14,0,0.0,1.0
STD,STD,15.0,20.0,15,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,15.0,33.0,15,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,50.0,17,0,0.0,1.0
Matrix,Matrix,20.0,10.0,20,0,0.0,1.0
multidim-2,multidim-2,20.0,10.0,20,0,0.0,1.0
